来源,工单编号,工单状态,接单时间,派单时间,维修时间,修复时间,现场分类,电网分类
电话,10098,已核实,2021/12/11 22:33,2021/12/11 22:33,2021/12/11 22:42,2021/12/11 22:50,郊区,比利时电网
电话,10099,已核实,2021/12/11 22:21,2021/12/11 22:22,2021/12/11 22:27,2021/12/11 22:50,郊区,西班牙电网
电话,10100,已核实,2021/12/11 22:20,2021/12/11 22:20,2021/12/11 22:27,2021/12/11 22:36,郊区,荷兰电网
电话,10101,已核实,2021/12/11 22:15,2021/12/11 22:39,2021/12/11 22:39,2021/12/11 22:41,郊区,荷兰电网
电话,10102,已核实,2021/12/11 22:12,2021/12/11 22:12,2021/12/11 22:15,2021/12/11 23:06,郊区,比利时电网
电话,10103,已核实,2021/12/11 22:05,2021/12/11 22:08,2021/12/11 22:16,2021/12/11 22:18,郊区,荷兰电网
电话,10104,已核实,2021/12/11 21:59,2021/12/11 21:59,2021/12/11 22:05,2021/12/11 23:13,城市,德国电网
电话,10105,已核实,2021/12/11 21:59,2021/12/11 21:59,2021/12/11 22:21,2021/12/11 22:25,城市,比利时电网
电话,10106,已核实,2021/12/11 21:58,2021/12/11 21:59,2021/12/11 22:12,2021/12/11 23:05,城市,比利时电网
电话,10107,已核实,2021/12/11 21:56,2021/12/11 21:56,2021/12/11 23:11,2021/12/11 23:51,郊区,西班牙电网
电话,10108,已核实,2021/12/11 21:56,2021/12/11 21:56,2021/12/11 22:15,2021/12/11 22:33,郊区,法国电网
电话,10109,已核实,2021/12/11 21:55,2021/12/11 21:55,2021/12/11 22:03,2021/12/11 22:08,郊区,荷兰电网
网络,10110,已核实,2021/12/11 21:55,2021/12/11 21:57,2021/12/11 22:05,2021/12/11 22:10,城市,法国电网
电话,10111,已核实,2021/12/11 21:54,2021/12/11 21:55,2021/12/11 22:00,2021/12/12 0:42,郊区,比利时电网
电话,10112,已核实,2021/12/11 21:51,2021/12/11 21:52,2021/12/11 22:12,2021/12/11 22:20,郊区,法国电网
电话,10113,已核实,2021/12/11 21:49,2021/12/11 21:51,2021/12/11 22:12,2021/12/11 22:19,郊区,意大利电网
电话,10114,已核实,2021/12/11 21:47,2021/12/11 21:47,2021/12/11 22:03,2021/12/11 22:49,郊区,比利时电网
电话,10115,已核实,2021/12/11 21:43,2021/12/11 21:43,2021/12/11 21:52,2021/12/11 22:39,郊区,西班牙电网
电话,10116,已核实,2021/12/11 21:40,2021/12/11 21:41,2021/12/11 21:43,2021/12/11 22:20,城市,西班牙电网
电话,10117,已核实,2021/12/11 21:31,2021/12/11 21:31,2021/12/11 21:35,2021/12/11 22:10,城市,法国电网
电话,10118,已核实,2021/12/11 21:28,2021/12/11 21:28,2021/12/11 21:39,2021/12/11 22:23,城市,比利时电网
电话,10119,已核实,2021/12/11 21:24,2021/12/11 21:27,2021/12/11 21:34,2021/12/11 21:34,城市,丹麦电网
电话,10120,已核实,2021/12/11 21:24,2021/12/11 21:24,2021/12/11 21:48,2021/12/11 21:49,城市,西班牙电网
电话,10121,已核实,2021/12/11 21:22,2021/12/11 21:22,2021/12/11 21:24,2021/12/11 21:53,郊区,德国电网
电话,10122,已核实,2021/12/11 21:21,2021/12/11 21:22,2021/12/11 21:24,2021/12/11 21:51,郊区,德国电网
电话,10123,已核实,2021/12/11 21:21,2021/12/11 21:21,2021/12/11 21:41,2021/12/11 23:03,城市,德国电网
电话,10124,已核实,2021/12/11 21:15,2021/12/11 21:15,2021/12/11 21:41,2021/12/11 22:57,郊区,法国电网
电话,10125,已核实,2021/12/11 21:14,2021/12/11 21:15,2021/12/11 21:22,2021/12/11 21:49,城市,德国电网
电话,10126,已核实,2021/12/11 21:14,2021/12/11 21:14,2021/12/11 21:19,2021/12/11 21:37,郊区,德国电网
电话,10127,已核实,2021/12/11 21:12,2021/12/11 21:12,2021/12/11 21:33,2021/12/11 21:42,城市,荷兰电网
电话,10128,已核实,2021/12/11 21:12,2021/12/11 21:12,2021/12/11 21:16,2021/12/11 21:50,郊区,法国电网
电话,10129,已核实,2021/12/11 21:12,2021/12/11 21:13,2021/12/11 21:23,2021/12/11 21:40,郊区,荷兰电网
电话,10130,已核实,2021/12/11 21:08,2021/12/11 21:09,2021/12/11 21:14,2021/12/11 21:22,城市,德国电网
电话,10131,已核实,2021/12/11 21:07,2021/12/11 21:09,2021/12/11 21:50,2021/12/11 22:05,郊区,意大利电网
电话,10132,已核实,2021/12/11 21:06,2021/12/11 21:10,2021/12/11 21:15,2021/12/11 21:21,城市,荷兰电网
电话,10133,已核实,2021/12/11 21:04,2021/12/11 21:05,2021/12/11 21:07,2021/12/11 21:49,城市,德国电网
电话,10134,已核实,2021/12/11 20:59,2021/12/11 21:00,2021/12/11 21:15,2021/12/11 21:18,城市,德国电网
电话,10135,已核实,2021/12/11 20:57,2021/12/11 20:57,2021/12/11 20:58,2021/12/11 21:44,郊区,荷兰电网
电话,10136,已核实,2021/12/11 20:53,2021/12/11 21:05,2021/12/11 21:15,2021/12/11 21:22,郊区,荷兰电网
电话,10137,已核实,2021/12/11 20:52,2021/12/13 9:43,2021/12/13 12:37,2021/12/13 12:38,城市,意大利电网
电话,10138,已核实,2021/12/11 20:47,2021/12/11 20:48,2021/12/11 20:57,2021/12/11 21:33,郊区,法国电网
电话,10139,已核实,2021/12/11 20:45,2021/12/11 20:45,2021/12/11 20:54,2021/12/11 21:35,郊区,法国电网
电话,10140,已核实,2021/12/11 20:41,2021/12/11 20:41,2021/12/11 21:01,2021/12/11 21:57,城市,荷兰电网
电话,10141,已核实,2021/12/11 20:40,2021/12/11 20:41,2021/12/11 20:59,2021/12/11 21:01,郊区,荷兰电网
电话,10142,已核实,2021/12/11 20:39,2021/12/11 20:39,2021/12/11 20:54,2021/12/11 21:09,郊区,比利时电网
电话,10143,已核实,2021/12/11 20:37,2021/12/11 20:49,2021/12/11 20:56,2021/12/11 21:12,城市,法国电网
电话,10144,已核实,2021/12/11 20:36,2021/12/11 20:42,2021/12/11 20:43,2021/12/11 21:14,郊区,意大利电网
电话,10145,已核实,2021/12/11 20:35,2021/12/11 20:37,2021/12/11 20:53,2021/12/11 22:10,城市,西班牙电网
网络,10146,已核实,2021/12/11 20:32,2021/12/11 20:32,2021/12/11 20:35,2021/12/11 21:06,城市,荷兰电网
电话,10147,已核实,2021/12/11 20:30,2021/12/11 20:30,2021/12/11 20:51,2021/12/11 21:12,城市,荷兰电网
电话,10148,已核实,2021/12/11 20:30,2021/12/11 20:30,2021/12/11 20:42,2021/12/11 23:10,城市,德国电网
电话,10149,已核实,2021/12/11 20:29,2021/12/11 20:29,2021/12/11 21:51,2021/12/11 21:54,特殊边远山区,荷兰电网
电话,10150,已核实,2021/12/11 20:23,2021/12/11 20:23,2021/12/11 20:37,2021/12/11 20:48,郊区,丹麦电网
电话,10151,已核实,2021/12/11 20:23,2021/12/11 20:24,2021/12/11 20:40,2021/12/11 21:02,城市,比利时电网
电话,10152,已核实,2021/12/11 20:15,2021/12/11 20:15,2021/12/11 20:24,2021/12/11 20:34,郊区,比利时电网
网络,10153,已核实,2021/12/11 20:14,2021/12/11 20:21,2021/12/11 20:32,2021/12/11 20:50,城市,法国电网
电话,10154,已核实,2021/12/11 20:12,2021/12/11 20:12,2021/12/11 20:24,2021/12/11 20:48,城市,法国电网
电话,10155,已核实,2021/12/11 20:10,2021/12/11 20:13,2021/12/11 20:36,2021/12/11 21:06,郊区,荷兰电网
电话,10156,已核实,2021/12/11 20:08,2021/12/11 20:08,2021/12/11 20:30,2021/12/11 20:44,城市,荷兰电网
电话,10157,已核实,2021/12/11 20:06,2021/12/11 20:06,2021/12/11 20:15,2021/12/11 20:24,郊区,荷兰电网
电话,10158,已核实,2021/12/11 20:05,2021/12/11 20:05,2021/12/11 20:17,2021/12/11 20:34,郊区,比利时电网
电话,10159,已核实,2021/12/11 20:05,2021/12/11 20:05,2021/12/11 20:13,2021/12/11 21:07,郊区,比利时电网
电话,10160,已核实,2021/12/11 20:04,2021/12/11 20:06,2021/12/11 20:14,2021/12/11 20:28,郊区,意大利电网
电话,10161,已核实,2021/12/11 20:03,2021/12/11 20:06,2021/12/11 20:11,2021/12/11 20:17,郊区,西班牙电网
电话,10162,已核实,2021/12/11 20:03,2021/12/11 20:03,2021/12/11 20:12,2021/12/11 20:47,郊区,比利时电网
网络,10163,已核实,2021/12/11 20:03,2021/12/11 20:05,2021/12/11 20:20,2021/12/11 20:56,城市,德国电网
网络,10164,已核实,2021/12/11 20:01,2021/12/11 20:01,2021/12/11 20:04,2021/12/11 20:46,城市,荷兰电网
电话,10165,已核实,2021/12/11 19:52,2021/12/11 19:53,2021/12/11 20:01,2021/12/11 20:33,郊区,西班牙电网
电话,10166,已核实,2021/12/11 19:51,2021/12/11 19:51,2021/12/11 20:32,2021/12/11 20:57,郊区,比利时电网
网络,10167,已核实,2021/12/11 19:49,2021/12/11 19:52,2021/12/11 20:05,2021/12/11 20:28,城市,法国电网
电话,10168,已核实,2021/12/11 19:48,2021/12/11 19:49,2021/12/11 20:02,2021/12/11 20:18,郊区,西班牙电网
电话,10169,已核实,2021/12/11 19:42,2021/12/11 19:43,2021/12/11 19:59,2021/12/11 20:23,城市,西班牙电网
电话,10170,已核实,2021/12/11 19:37,2021/12/11 19:37,2021/12/11 19:44,2021/12/11 20:30,郊区,西班牙电网
电话,10171,已核实,2021/12/11 19:36,2021/12/11 19:36,2021/12/11 19:47,2021/12/11 20:15,郊区,西班牙电网
电话,10172,已核实,2021/12/11 19:35,2021/12/11 19:36,2021/12/11 19:44,2021/12/11 20:19,郊区,比利时电网
电话,10173,已核实,2021/12/11 19:35,2021/12/11 19:36,2021/12/11 19:55,2021/12/11 20:21,郊区,法国电网
电话,10174,已核实,2021/12/11 19:28,2021/12/11 19:28,2021/12/11 19:40,2021/12/11 20:00,郊区,法国电网
电话,10175,已核实,2021/12/11 19:28,2021/12/11 19:31,2021/12/11 19:46,2021/12/11 19:55,郊区,法国电网
电话,10176,已核实,2021/12/11 19:28,2021/12/11 19:30,2021/12/11 19:41,2021/12/11 19:54,城市,比利时电网
电话,10177,已核实,2021/12/11 19:27,2021/12/11 19:36,2021/12/11 19:38,2021/12/11 19:42,郊区,西班牙电网
电话,10178,已核实,2021/12/11 19:25,2021/12/11 19:28,2021/12/11 20:17,2021/12/11 20:32,郊区,荷兰电网
电话,10179,已核实,2021/12/11 19:24,2021/12/11 19:25,2021/12/11 19:35,2021/12/11 19:51,郊区,比利时电网
电话,10180,已核实,2021/12/11 19:23,2021/12/11 19:23,2021/12/11 19:38,2021/12/11 19:38,城市,西班牙电网
电话,10181,已核实,2021/12/11 19:22,2021/12/11 19:22,2021/12/11 19:34,2021/12/11 20:45,城市,德国电网
网络,10182,已核实,2021/12/11 19:19,2021/12/11 19:22,2021/12/11 19:25,2021/12/11 20:00,城市,法国电网
电话,10183,已核实,2021/12/11 19:18,2021/12/11 19:18,2021/12/11 19:34,2021/12/11 19:49,郊区,西班牙电网
网络,10184,已核实,2021/12/11 19:16,2021/12/11 19:20,2021/12/11 19:24,2021/12/11 19:44,城市,法国电网
电话,10185,已核实,2021/12/11 19:16,2021/12/11 19:16,2021/12/11 19:19,2021/12/11 20:05,郊区,德国电网
电话,10186,已核实,2021/12/11 19:14,2021/12/11 19:14,2021/12/11 19:32,2021/12/11 19:46,郊区,荷兰电网
电话,10187,已核实,2021/12/11 19:12,2021/12/11 19:12,2021/12/11 19:21,2021/12/11 19:22,郊区,丹麦电网
电话,10188,已核实,2021/12/11 19:11,2021/12/11 19:12,2021/12/11 19:54,2021/12/11 20:18,郊区,比利时电网
电话,10189,已核实,2021/12/11 19:09,2021/12/11 19:10,2021/12/11 19:21,2021/12/11 19:23,城市,比利时电网
电话,10190,已核实,2021/12/11 19:09,2021/12/11 19:09,2021/12/11 19:11,2021/12/11 19:59,城市,荷兰电网
网络,10191,已核实,2021/12/11 19:05,2021/12/11 19:10,2021/12/11 19:16,2021/12/11 19:32,城市,法国电网
电话,10192,已核实,2021/12/11 19:01,2021/12/11 19:01,2021/12/11 19:17,2021/12/11 19:41,郊区,荷兰电网
电话,10193,已核实,2021/12/11 18:59,2021/12/11 19:20,2021/12/11 19:30,2021/12/11 19:40,郊区,西班牙电网
电话,10194,已核实,2021/12/11 18:58,2021/12/11 18:58,2021/12/11 19:09,2021/12/11 19:34,城市,德国电网
电话,10195,已核实,2021/12/11 18:54,2021/12/11 18:54,2021/12/11 19:27,2021/12/11 19:35,郊区,法国电网
电话,10196,已核实,2021/12/11 18:54,2021/12/11 18:54,2021/12/11 19:01,2021/12/11 19:36,城市,法国电网
电话,10197,已核实,2021/12/11 18:52,2021/12/11 18:52,2021/12/11 19:07,2021/12/11 19:33,郊区,法国电网
网络,10198,已核实,2021/12/11 18:49,2021/12/11 18:55,2021/12/11 19:02,2021/12/11 19:55,城市,法国电网
电话,10199,已核实,2021/12/11 18:48,2021/12/11 18:48,2021/12/11 18:50,2021/12/11 19:24,城市,荷兰电网
电话,10200,已核实,2021/12/11 18:45,2021/12/11 18:45,2021/12/11 19:02,2021/12/11 19:14,城市,法国电网
电话,10201,已核实,2021/12/11 18:43,2021/12/11 18:43,2021/12/11 19:24,2021/12/11 21:00,郊区,德国电网
电话,10202,已核实,2021/12/11 18:38,2021/12/11 18:38,2021/12/11 19:15,2021/12/11 19:31,郊区,法国电网
电话,10203,已核实,2021/12/11 18:35,2021/12/11 18:53,2021/12/11 18:54,2021/12/11 18:56,城市,比利时电网
电话,10204,已核实,2021/12/11 18:34,2021/12/11 18:35,2021/12/11 19:00,2021/12/11 19:17,城市,比利时电网
电话,10205,已核实,2021/12/11 18:31,2021/12/11 18:31,2021/12/11 18:32,2021/12/11 21:02,郊区,德国电网
电话,10206,已核实,2021/12/11 18:30,2021/12/11 18:30,2021/12/11 18:37,2021/12/11 19:47,郊区,法国电网
电话,10207,已核实,2021/12/11 18:30,2021/12/11 18:30,2021/12/11 18:37,2021/12/11 19:49,郊区,法国电网
电话,10208,已核实,2021/12/11 18:28,2021/12/11 18:28,2021/12/11 18:49,2021/12/11 19:10,城市,比利时电网
电话,10209,已核实,2021/12/11 18:28,2021/12/11 18:28,2021/12/11 18:33,2021/12/11 21:05,郊区,德国电网
电话,10210,已核实,2021/12/11 18:25,2021/12/11 18:26,2021/12/11 19:12,2021/12/11 19:21,郊区,比利时电网
电话,10211,已核实,2021/12/11 18:25,2021/12/11 18:29,2021/12/11 18:35,2021/12/11 18:45,郊区,西班牙电网
电话,10212,已核实,2021/12/11 18:24,2021/12/11 18:25,2021/12/11 19:30,2021/12/11 20:16,郊区,西班牙电网
电话,10213,已核实,2021/12/11 18:24,2021/12/11 18:24,2021/12/11 18:43,2021/12/11 18:54,郊区,法国电网
电话,10214,已核实,2021/12/11 18:23,2021/12/11 18:24,2021/12/11 18:25,2021/12/11 21:17,郊区,西班牙电网
电话,10215,已核实,2021/12/11 18:22,2021/12/11 18:23,2021/12/11 18:28,2021/12/11 19:08,郊区,比利时电网
电话,10216,已核实,2021/12/11 18:21,2021/12/11 18:21,2021/12/11 18:38,2021/12/11 19:15,城市,法国电网
电话,10217,已核实,2021/12/11 18:20,2021/12/11 18:21,2021/12/11 18:23,2021/12/11 21:03,城市,西班牙电网
电话,10218,已核实,2021/12/11 18:20,2021/12/11 18:21,2021/12/11 18:28,2021/12/11 18:30,城市,比利时电网
电话,10219,已核实,2021/12/11 18:17,2021/12/11 18:17,2021/12/11 18:23,2021/12/11 19:15,城市,西班牙电网
电话,10220,已核实,2021/12/11 18:16,2021/12/11 18:18,2021/12/11 18:23,2021/12/11 20:54,城市,西班牙电网
电话,10221,已核实,2021/12/11 18:15,2021/12/11 18:18,2021/12/11 18:33,2021/12/11 18:50,郊区,荷兰电网
电话,10222,已核实,2021/12/11 18:15,2021/12/11 18:58,2021/12/11 19:00,2021/12/11 19:04,郊区,法国电网
电话,10223,已核实,2021/12/11 18:15,2021/12/11 18:16,2021/12/11 18:30,2021/12/11 18:31,城市,丹麦电网
电话,10224,已核实,2021/12/11 18:14,2021/12/11 18:18,2021/12/11 18:23,2021/12/11 20:24,城市,西班牙电网
电话,10225,已核实,2021/12/11 18:12,2021/12/11 18:12,2021/12/11 18:25,2021/12/11 18:45,郊区,西班牙电网
电话,10226,已核实,2021/12/11 18:10,2021/12/11 18:11,2021/12/11 18:24,2021/12/11 18:25,城市,比利时电网
电话,10227,已核实,2021/12/11 18:10,2021/12/11 18:17,2021/12/11 18:22,2021/12/11 19:57,城市,西班牙电网
电话,10228,已核实,2021/12/11 18:09,2021/12/11 18:09,2021/12/11 18:17,2021/12/11 18:42,郊区,荷兰电网
电话,10229,已核实,2021/12/11 18:08,2021/12/11 18:33,2021/12/11 18:29,2021/12/11 18:51,郊区,荷兰电网
电话,10230,已核实,2021/12/11 18:05,2021/12/11 18:05,2021/12/11 18:12,2021/12/11 19:27,郊区,法国电网
电话,10231,已核实,2021/12/11 18:05,2021/12/11 18:05,2021/12/11 18:29,2021/12/11 18:48,郊区,比利时电网
电话,10232,已核实,2021/12/11 18:00,,2021/12/11 18:03,2021/12/11 18:45,城市,丹麦电网
电话,10233,已核实,2021/12/11 17:59,2021/12/11 18:00,2021/12/11 18:14,2021/12/11 18:45,城市,德国电网
电话,10234,已核实,2021/12/11 17:59,2021/12/11 17:59,2021/12/11 18:39,2021/12/11 19:35,特殊边远山区,比利时电网
电话,10235,已核实,2021/12/11 17:56,2021/12/11 17:57,2021/12/11 18:08,2021/12/11 18:14,郊区,比利时电网
电话,10236,已核实,2021/12/11 17:56,2021/12/11 17:56,2021/12/11 18:03,2021/12/11 18:50,城市,德国电网
电话,10237,已核实,2021/12/11 17:52,2021/12/11 17:55,2021/12/11 18:05,2021/12/11 18:54,郊区,丹麦电网
电话,10238,已核实,2021/12/11 17:51,2021/12/11 17:54,2021/12/11 18:02,2021/12/11 18:25,郊区,意大利电网
电话,10239,已核实,2021/12/11 17:49,2021/12/11 17:49,2021/12/11 18:00,2021/12/11 18:29,郊区,比利时电网
电话,10240,已核实,2021/12/11 17:46,2021/12/11 17:47,2021/12/11 17:50,2021/12/11 18:15,郊区,法国电网
电话,10241,已核实,2021/12/11 17:45,2021/12/11 17:45,2021/12/11 18:08,2021/12/11 18:15,郊区,荷兰电网
电话,10242,已核实,2021/12/11 17:44,2021/12/11 17:44,2021/12/11 18:06,2021/12/11 18:21,城市,荷兰电网
电话,10243,已核实,2021/12/11 17:43,2021/12/11 17:44,2021/12/11 17:48,2021/12/11 17:53,郊区,比利时电网
电话,10244,已核实,2021/12/11 17:42,2021/12/11 17:42,2021/12/11 18:01,2021/12/11 18:56,郊区,丹麦电网
电话,10245,已核实,2021/12/11 17:42,2021/12/11 17:42,2021/12/11 18:04,2021/12/11 18:31,城市,法国电网
电话,10246,已核实,2021/12/11 17:42,2021/12/11 17:42,2021/12/11 18:04,2021/12/11 18:13,城市,法国电网
电话,10247,已核实,2021/12/11 17:37,2021/12/11 17:38,2021/12/11 18:00,2021/12/11 18:28,城市,荷兰电网
电话,10248,已核实,2021/12/11 17:37,2021/12/11 17:37,2021/12/11 17:42,2021/12/11 18:00,郊区,荷兰电网
电话,10249,已核实,2021/12/11 17:35,2021/12/11 17:35,2021/12/11 17:42,2021/12/11 18:13,郊区,法国电网
电话,10250,已核实,2021/12/11 17:34,2021/12/11 17:34,2021/12/11 17:55,2021/12/11 18:19,城市,荷兰电网
电话,10251,已核实,2021/12/11 17:33,2021/12/11 17:34,2021/12/11 18:03,2021/12/11 18:29,郊区,法国电网
电话,10252,已核实,2021/12/11 17:31,2021/12/11 17:31,2021/12/11 17:58,2021/12/11 18:23,郊区,荷兰电网
电话,10253,已核实,2021/12/11 17:31,2021/12/11 17:31,2021/12/11 18:03,2021/12/11 18:26,城市,法国电网
电话,10254,已核实,2021/12/11 17:30,2021/12/11 17:30,2021/12/11 17:42,2021/12/11 17:54,城市,比利时电网
电话,10255,已核实,2021/12/11 17:23,2021/12/11 17:23,2021/12/11 17:38,2021/12/11 17:44,郊区,法国电网
电话,10256,已核实,2021/12/11 17:23,2021/12/11 17:23,2021/12/11 17:44,2021/12/11 19:17,郊区,法国电网
电话,10257,已核实,2021/12/11 17:21,2021/12/11 17:33,2021/12/11 17:37,2021/12/11 17:43,城市,丹麦电网
电话,10258,已核实,2021/12/11 17:19,2021/12/11 17:21,2021/12/11 17:33,2021/12/11 17:58,城市,比利时电网
电话,10259,已核实,2021/12/11 17:18,2021/12/11 17:20,2021/12/11 17:33,2021/12/11 17:34,城市,荷兰电网
电话,10260,已核实,2021/12/11 17:18,2021/12/11 17:18,2021/12/11 17:31,2021/12/11 17:44,郊区,比利时电网
电话,10261,已核实,2021/12/11 17:17,2021/12/11 17:17,2021/12/11 17:40,2021/12/11 17:45,城市,西班牙电网
电话,10262,已核实,2021/12/11 17:16,2021/12/11 17:19,2021/12/11 17:30,2021/12/11 17:45,郊区,荷兰电网
电话,10263,已核实,2021/12/11 17:15,2021/12/11 17:15,2021/12/11 17:30,2021/12/11 17:31,城市,法国电网
电话,10264,已核实,2021/12/11 17:15,2021/12/11 17:15,2021/12/11 17:30,2021/12/11 18:01,城市,法国电网
电话,10265,已核实,2021/12/11 17:14,2021/12/11 17:15,2021/12/11 17:28,2021/12/11 17:33,城市,西班牙电网
电话,10266,已核实,2021/12/11 17:14,2021/12/11 17:14,2021/12/11 17:22,2021/12/11 17:57,郊区,西班牙电网
电话,10267,已核实,2021/12/11 17:12,2021/12/11 17:12,2021/12/11 17:25,2021/12/11 17:44,城市,丹麦电网
电话,10268,已核实,2021/12/11 17:11,2021/12/11 17:11,2021/12/11 17:43,2021/12/11 17:48,郊区,德国电网
电话,10269,已核实,2021/12/11 17:11,2021/12/11 17:11,2021/12/11 17:18,2021/12/11 18:01,郊区,西班牙电网
电话,10270,已核实,2021/12/11 17:10,2021/12/11 17:10,2021/12/11 17:12,2021/12/11 19:42,城市,丹麦电网
电话,10271,已核实,2021/12/11 17:09,2021/12/11 17:09,2021/12/11 17:12,2021/12/11 19:47,城市,丹麦电网
电话,10272,已核实,2021/12/11 17:08,2021/12/11 17:09,2021/12/11 17:21,2021/12/11 17:21,城市,比利时电网
电话,10273,已核实,2021/12/11 17:08,2021/12/11 17:08,2021/12/11 17:21,2021/12/11 17:52,城市,法国电网
电话,10274,已核实,2021/12/11 17:05,2021/12/11 17:06,2021/12/11 17:12,2021/12/11 19:33,城市,丹麦电网
电话,10275,已核实,2021/12/11 17:05,2021/12/11 17:07,2021/12/11 17:17,2021/12/11 18:03,郊区,荷兰电网
电话,10276,已核实,2021/12/11 17:05,2021/12/11 17:08,2021/12/11 17:20,2021/12/11 18:04,城市,德国电网
电话,10277,已核实,2021/12/11 17:05,2021/12/11 17:05,2021/12/11 17:37,2021/12/11 18:14,郊区,西班牙电网
电话,10278,已核实,2021/12/11 17:03,2021/12/11 17:03,2021/12/11 17:11,2021/12/11 17:13,郊区,丹麦电网
电话,10279,已核实,2021/12/11 17:02,2021/12/11 17:02,2021/12/11 17:12,2021/12/11 19:51,城市,丹麦电网
电话,10280,已核实,2021/12/11 17:02,2021/12/11 17:03,2021/12/11 17:13,2021/12/11 17:40,城市,比利时电网
电话,10281,已核实,2021/12/11 16:59,2021/12/11 17:01,2021/12/11 17:11,2021/12/11 18:48,城市,德国电网
